Timestamp (s),X-Position (%),Y-Position (%)
1066349,69,51
1066547,75,51
1066547,84,49
1066547,83,47
1066547,83,46
1066931,83,50
1067233,72,53
1067431,73,53
1067596,73,56
1067862,74,57
1068032,77,54
1068196,77,54
1068336,86,52
1068554,87,52
1068732,50,59
1068732,44,60
1068732,40,60
1068732,88,41
1068732,92,41
1068732,93,41
1068732,95,42
1068732,95,41
1068732,97,36
1068732,97,34
1068732,99,29
1069528,98,27
1069676,98,29
1069847,99,30
1069977,98,31
1070550,99,29
1070654,98,32
1071091,90,40
1071289,88,40
1071493,80,39
1071694,80,45
1071861,76,50
1072145,73,51
1072227,63,53
1072456,58,55
1072597,65,55
1072792,70,52
1072927,73,47
1073092,75,43
1073306,79,42
1073426,80,44
1073594,83,44
1073757,85,43
1073927,86,44
1074256,88,40
1074393,89,42
1074526,89,44
1074756,75,52
1075093,75,54
1075557,94,40
1075889,96,39
1076156,98,35
1076555,95,31
1076924,95,36
1077426,90,43
1077658,81,43
1077992,100,37
1078426,97,39
1078726,97,29
1079258,94,31
1079488,95,28
1079657,95,27
1079824,97,27
1080160,96,29
1080624,96,36
1081659,95,36
1083158,89,38
1083528,83,38
1084289,94,31
1084520,97,29
1084692,98,28
1084858,98,28
1085491,93,36
1085792,83,39
1086624,79,55
1087822,95,44
1088156,96,43
1088655,95,28
1088887,94,29
1089090,95,27
1089255,96,27
1089388,97,27
1090257,98,31
1091154,94,33
1091555,99,30
1092091,97,27
1092684,90,35
1093121,94,39
1093353,97,35
1093786,73,50
1094019,77,49
1094255,75,52
1094422,74,52
1094589,82,49
1094697,85,48
1094890,86,46
1095252,87,46
1095653,86,51
1095885,90,48
1096118,92,47
1096485,94,46
1096757,93,44
1096956,92,42
1097452,93,30
1097655,95,27
1097818,97,26
1098485,83,43
1098786,78,48
1098920,77,49
1099053,76,50
1099352,82,49
1099819,95,41
1100051,95,38
1101920,45,60
1103348,85,38
1103584,90,37
1104349,38,46
1105317,85,39
1105480,87,38
1106011,89,38
1106246,89,38
1106578,75,42
1106910,85,41
1107644,89,40
1107876,89,39
1108047,91,38
1109010,83,41
1109265,78,44
1109379,74,44
1109513,68,45
1109677,67,46
1110146,84,39
1110410,94,36
1111007,78,46
1111179,81,44
1111478,86,43
1115175,95,28
1115376,94,27
1118339,76,46
1118610,80,46
1118806,82,45
1118976,84,44
1119541,87,36
1119712,91,31
1119873,91,28
1120039,90,27
1120275,94,26
1120439,92,28
1121241,94,32
1121873,97,29
1122059,99,29
1122207,99,29
1122606,96,26
1122971,78,47
1123205,81,47
1123374,81,47
1124338,87,33
1124870,93,28
1125136,94,28
1125406,93,30
1125535,89,31
1125704,88,32
1126836,86,38
1127036,87,36
1127373,93,34
1127574,95,33
1127938,91,26
1128135,93,26
1128771,96,33
1129404,81,41
1129605,77,43
1130569,92,31
1130767,94,33
1130936,96,32
1131135,96,31
1131434,97,30
1132502,95,33
1132935,97,31
1133335,97,29
1134470,91,35
1134835,94,34
1135235,96,33
1135672,93,37
1135871,90,37
1136036,89,37
1136403,71,42
1136671,75,41
1137101,57,52
1137471,54,58
1138270,89,38
1138501,94,36
1138967,93,32
1139200,94,30
1139637,90,37
1141268,93,30
1143200,76,43
1145502,83,38
1148498,83,37
1148767,84,36
1149596,88,38
1150530,87,39
1151029,88,37
1151526,89,38
1152195,90,29
1152664,90,25
1154161,94,28
1166408,93,30
1167704,87,40
1168174,93,30
1168405,93,30
1168805,86,39
1170706,87,43
1171272,88,39
1171438,88,40
1172774,97,29
1173340,97,31
1173638,94,32
1173971,97,29
1174738,98,28
1182835,67,24
1191063,54,54
1191336,60,55
1191635,66,52
1192132,72,56
1192331,71,55
1192701,75,53
1194264,86,36
1258045,24,29
1258045,24,32
1258045,23,33
1258045,27,31
1258045,35,34
1258045,38,33
1258045,40,32
1258045,40,32
1258045,38,37
1258045,40,38
1258045,41,37
1258045,44,35
1258045,46,35
1258045,46,33
1258045,46,32
1258725,47,32
1260642,36,44
1260642,39,45
1260642,46,44
1260642,47,41
1260642,47,41
1262382,45,43
1262382,44,46
1262382,49,44
1262382,50,43
1262382,53,42
1262382,53,37
1262382,53,37
1262382,54,38
1263045,53,43
1263338,50,45
1263670,49,46
1264170,56,44
1264586,51,44
1264848,51,43
1265134,52,43
1265804,53,46
1266110,50,46
1268130,53,42
1268293,54,41
1268429,54,40
1268764,49,38
1269293,55,43
1269593,57,43
1269762,57,43
1270123,58,42
1270427,62,45
1270926,58,53
1271225,62,54
1271557,69,53
1272323,63,45
1272457,63,44
1272625,64,44
1272957,66,41
1273124,67,41
1273295,66,42
1273529,68,43
1273637,67,44
1273823,64,45
1273960,62,46
1274095,61,47
1274527,68,45
1274924,70,44
1275057,70,43
1275162,70,43
1275588,71,44
1278436,46,32
1278436,46,31
1278436,38,30
1278436,34,30
1278436,34,31
1278436,47,31
1278436,55,31
1278436,71,44
1278436,70,42
1278436,70,41
1278436,71,41
1278436,74,43
1278436,77,36
1278436,78,35
1278436,83,35
1278436,82,36
1278436,82,36
1278436,79,37
1278436,85,36
1278436,83,38
1278436,84,39
1278436,82,40
1278436,80,40
1279080,75,49
1279389,77,49
1280754,85,37
1280953,86,37
1281084,87,38
1281283,87,37
1283146,80,45
1283316,79,45
1283516,80,46
1283689,77,48
1283885,76,48
1284050,77,47
1284216,78,47
1284647,81,46
1284913,82,44
1285250,82,44
1285414,79,44
1285548,80,45
1286149,82,43
1286582,83,42
1287154,81,45
1287282,80,46
1287450,80,47
1287616,78,47
1287784,76,48
1288580,80,47
1288847,81,45
1289149,82,44
1289382,82,43
1289846,84,43
1290513,85,43
1291343,88,34
1291643,89,33
1291977,91,32
1292346,94,33
1292514,91,34
1292913,94,33
1293116,96,34
1293316,96,34
1293580,97,33
1294843,79,42
1295345,79,39
1295545,81,38
1296410,76,45
1296607,76,45
1297413,77,45
1297577,77,45
1297714,78,45
1298212,79,44
1299977,75,43
1300378,78,43
1300680,79,43
1301476,93,30
1301708,94,31
1302677,77,45
1302878,75,44
1303009,74,44
1303145,74,46
1303479,75,48
1303709,74,48
1303908,75,51
1304377,74,45
1304529,74,44
1304699,75,43
1305176,77,42
1305609,74,46
1305875,75,47
1306208,75,46
1306843,77,43
1307076,76,44
1307407,77,43
1308707,84,36
1308905,85,36
1309541,78,39
1309737,75,39
1310193,77,43
1310639,79,43
1310807,78,44
1310973,76,45
1311113,75,46
1311504,79,44
1311638,80,45
1311809,79,46
1311977,79,46
1312739,90,34
1313272,79,44
1313473,76,45
1313643,77,45
1313806,79,44
1314608,80,43
1314905,80,45
1315886,89,33
1316091,93,33
1316458,96,33
1316657,97,33
1316856,97,33
1317623,79,43
1317761,76,44
1317923,75,45
1318060,76,45
1318193,74,46
1318323,70,46
1319625,74,50
1319824,75,49
1320090,78,51
1320358,79,49
1320654,75,45
1320826,78,44
1320959,79,43
1321089,80,43
1321354,81,42
1321839,85,40
1322886,84,44
1323088,81,45
1323223,80,46
1323417,80,46
1324487,82,46
1324918,83,44
1325122,82,43
1325555,84,43
1326454,83,49
1326888,87,50
1327450,90,51
1328688,85,46
1329885,84,46
1330348,84,43
1331487,87,34
1331718,85,33
1332954,74,46
1333150,75,45
1333682,76,45
1333852,76,44
1334167,78,44
1334382,78,44
1334549,78,43
1335049,81,42
1336083,75,45
1336786,78,46
1337114,77,46
1337585,78,44
1337980,77,45
1338413,77,46
1338981,77,47
1339482,77,46
1339846,78,45
1340147,77,43
1340448,79,42
1340846,78,45
1341049,75,46
1341213,72,46
1341350,72,47
1341781,76,46
1342020,76,45
1342219,77,44
1342511,78,43
1343178,80,44
1343549,77,46
1343753,75,47
1344578,77,46
1344752,77,44
1345109,75,43
1346244,79,44
1346578,77,45
1346711,77,45
1346931,76,46
1347611,77,46
1347976,77,45
1348345,77,45
1348777,77,43
1348944,77,44
1349079,77,44
1349311,77,45
1350044,76,46
1350415,77,45
1350611,78,44
1350847,78,44
1351245,79,43
1351613,79,43
1351941,79,45
1352442,79,44
1352843,79,44
1353505,81,43
1355041,76,46
1355508,77,45
1357004,72,53
1357241,70,53
1357808,74,45
1358008,75,43
1358309,78,43
1358475,77,44
1358641,76,45
1358841,75,45
1359241,79,44
1359440,79,44
1359875,80,44
1360007,79,45
1360473,77,46
1360637,76,46
1361105,78,44
1361276,79,45
1361443,78,45
1361774,79,43
1362209,85,35
1362474,88,33
1363572,77,43
1363774,77,44
1364136,75,45
1364307,75,45
1365007,78,45
1365276,78,44
1365997,90,34
1366139,90,34
1366303,90,34
1366937,77,42
1367103,75,45
1367239,75,45
1367403,75,47
1367805,77,45
1367938,77,46
1368070,77,46
1368239,75,47
1368377,76,48
1368771,75,49
1369036,74,50
1369568,75,46
1369736,75,45
1369840,76,44
1370006,77,44
1370168,79,43
1370735,78,44
1370870,77,45
1371037,77,46
1371170,75,48
1371372,74,49
1372536,79,44
1372704,79,44
1373240,76,43
1373639,81,43
1374068,80,46
1374266,76,46
1376203,86,34
1378767,75,44
1378903,75,44
1383634,74,44
1384465,75,43
1384667,75,44
1386432,91,33
1386733,91,33
1387033,91,33
1387631,75,44
1387833,77,43
1387963,77,43
1388131,77,43
1388895,77,42
1390396,78,40
1391397,75,44
1391564,76,43
1391930,77,42
1392094,76,44
1392264,77,45
1392594,80,42
1392745,79,43
1392935,78,43
1393262,77,44
1393426,74,46
1393597,73,47
1393762,74,48
1393896,74,48
1394429,66,53
1394730,70,49
1395128,76,45
1395394,76,44
1395562,77,43
1395728,78,42
1396094,81,38
1396298,82,39
1396729,80,44
1396894,78,45
1397101,79,45
1397425,78,46
1400226,72,47
1400526,67,51
1401056,74,46
1401358,75,46
1401793,78,45
1403426,79,46
1403659,79,45
1403795,79,44
1406008,90,34
1406408,92,35
1406774,91,34
1407740,75,45
1407907,76,44
1408110,76,44
1408309,76,45
1408475,76,46
1408773,76,46
1409507,76,46
1409638,76,46
1409807,78,45
1410538,75,45
1411205,79,52
1411507,80,51
1412170,86,46
1412604,88,45
1412937,88,44
1413275,85,42
1414004,88,45
1414172,86,46
1414337,85,46
1414508,83,47
1414703,80,48
1415305,83,48
1415571,84,47
1416068,85,44
1416404,85,44
1417071,84,46
1417375,82,47
1417524,83,47
1417673,83,48
1418137,84,46
1418438,83,45
1418704,83,45
1419169,84,46
1419371,84,47
1419804,85,45
1420173,84,45
1420769,84,43
1421238,87,44
1421702,85,43
1422570,87,42
1423136,84,47
1424437,83,47
1425002,84,46
1426099,87,44
1431518,77,63
1431518,78,65
1431518,73,55
1431518,79,58
1431518,83,58
1438387,73,54
1438567,74,56
1439285,72,52
1439683,74,52
1440115,74,52
1440954,81,46
1441155,75,47
1441846,74,46
1442319,80,50
1442644,76,52
1444148,96,63
1445048,97,64
1445747,98,65
1446181,98,63
1446581,99,66
1446917,98,64
1448015,80,39
1448145,80,39
1448512,82,43
1448696,83,44
1449413,77,52
1449583,76,52
1449751,80,50
1449882,80,50
1450347,83,51
1450614,83,50
1450780,83,49
1451191,76,59
1451386,75,61
1451515,66,62
1451646,66,63
1451816,57,65
1451982,56,66
1452114,51,67
1452316,56,66
1452418,61,65
1452615,66,65
1452719,73,64
1452916,71,70
1453247,85,71
1453348,84,70
1454080,66,63
1454183,66,63
1454285,67,62
1454485,67,61
1454613,61,61
1454746,59,63
1454879,56,65
1455082,48,65
1455212,50,64
1455378,51,63
1455518,59,64
1455646,64,63
1455949,63,61
1456049,54,63
1456211,55,64
1456924,80,68
1456924,80,67
1456924,79,65
1456924,78,64
1456924,76,63
1456924,73,62
1456924,70,60
1457322,65,58
1457488,63,57
1457661,68,57
1457822,72,59
1457958,73,60
1458088,75,62
1458255,76,65
1458422,79,67
1458525,81,69
1458525,86,70
1458525,88,70
1458525,93,69
1458525,92,68
1458525,89,66
1458525,84,65
1458525,78,65
1458525,76,63
1458525,75,62
1458525,74,60
1458525,73,59
1458525,71,58
1458525,69,56
1458525,65,55
1458525,65,54
1458860,69,51
1458986,71,52
1459121,70,54
1459253,71,56
1459387,72,58
1459522,75,59
1459657,75,61
1459854,75,63
1459986,77,64
1460153,79,66
1460326,85,67
1460460,88,68
1460625,91,70
1460886,90,69
1461016,87,69
1461187,82,68
1461222,81,68
1461222,77,66
1461222,75,64
1461222,73,63
1461222,71,62
1461222,71,61
1461222,70,59
1461222,70,58
1461222,70,57
1461222,68,55
1461222,66,54
1461222,65,53
1461222,71,53
1461423,73,55
1461689,73,57
1461824,74,60
1461989,76,61
1462125,79,63
1462294,81,64
1462428,83,66
1462625,87,67
1462759,87,67
1462922,88,68
1463088,88,69
1463207,92,70
1463207,94,69
1463207,94,67
1463207,91,66
1463207,89,66
1463207,89,66
1463207,99,66
1463207,94,63
1463207,93,64
1463489,93,64
1463786,90,63
1464084,85,63
1464286,84,65
1464618,74,62
1464822,72,63
1464990,68,62
1465120,66,61
1465285,65,61
1465419,65,60
1465554,58,62
1465716,56,62
1465886,56,61
1466020,55,60
1466184,55,59
1466318,55,58
1466487,57,58
1466619,59,60
1466782,59,61
1466916,58,61
1467076,69,64
1467076,77,65
1467076,82,67
1467076,91,68
1467076,97,67
1467076,97,69
1467076,97,69
1467076,97,69
1467076,86,65
1467232,85,65
1467495,82,64
1467659,77,63
1467795,76,63
1467924,74,64
1468093,69,63
1468226,65,63
1468361,60,62
1468491,60,61
1468615,58,61
1468615,55,60
1468615,53,59
1468615,53,58
1468615,55,57
1468615,61,56
1468615,55,55
1468615,53,54
1468615,61,53
1468615,60,54
1468615,66,55
1468615,68,58
1468615,67,59
1468615,72,60
1468615,73,61
1469031,75,61
1469199,77,61
1469308,78,62
1469464,81,64
1470100,90,67
1470265,90,70
1470323,93,72
1470323,94,71
1470323,97,70
1470323,96,68
1472157,97,67
1472285,94,69
1472456,93,70
1472522,89,69
1472522,82,66
1472522,78,65
1472598,76,63
1472741,74,62
1472877,72,62
1472924,69,61
1472924,66,61
1472924,63,59
1472924,61,58
1473144,61,57
1473290,61,56
1473455,61,55
1473556,62,55
1473674,65,57
1473824,71,59
1473993,73,60
1474127,74,62
1474259,79,64
1474392,80,65
1474558,81,66
1474693,86,68
1474826,88,69
1474993,91,70
1475157,94,70
1475325,94,69
1475492,95,68
1475626,91,67
1475753,88,67
1475922,86,66
1476059,84,65
1476222,81,64
1476356,78,62
1476524,72,61
1476689,71,61
1476857,65,59
1477057,63,59
1477257,57,59
1477388,53,59
1477555,53,60
1477690,61,62
1477856,61,62
1478053,45,57
1478223,44,58
1478520,37,57
1478686,37,57
1478821,33,60
1478988,29,61
1479125,26,59
1479253,52,60
1479388,58,60
1479552,47,58
1479724,48,57
1479852,49,57
1480022,54,59
1480158,61,63
1480287,62,63
1480522,61,64
1480719,54,61
1480885,52,61
1481055,60,63
1481188,65,65
1481354,66,66
1481522,66,68
1481652,68,69
1481788,71,71
1481924,71,72
1482054,74,73
1482186,77,74
1482351,79,75
1482585,80,75
1482755,81,75
1483054,75,74
1483217,74,73
1483356,82,73
1483554,88,75
1483719,90,75
1483951,74,71
1484085,66,69
1484257,63,68
1484391,60,66
1484489,55,65
1484651,51,65
1484787,49,66
1484886,47,65
1485088,42,63
1485186,42,63
1485391,42,62
1485588,42,60
1485755,42,59
1485920,44,61
1486087,45,63
1486223,47,64
1486386,53,68
1486488,53,68
1486650,54,67
1486822,46,64
1487185,42,62
1487352,49,64
1487485,51,66
1487622,53,68
1487757,59,69
1487918,65,71
1488089,65,73
1488227,69,74
1488385,77,75
1488552,84,76
1488720,88,76
1488869,95,76
1489086,81,74
1489221,74,73
1489354,70,73
1489486,66,73
1489653,61,72
1489786,57,71
1489921,50,69
1490119,45,68
1490288,39,65
1490421,39,64
1490586,38,62
1490721,37,61
1490851,37,60
1491004,38,62
1491116,40,65
1491142,44,66
1491142,47,68
1491142,48,69
1491142,55,69
1491142,55,71
1491142,57,71
1491142,59,72
1491142,62,74
1491142,65,74
1491142,69,74
1491142,69,74
1491142,75,75
1491142,75,72
1491142,67,71
1491142,65,71
1491142,84,72
1491142,88,73
1491142,75,69
1491142,70,69
1491142,68,69
1491355,63,68
1491460,60,68
1491624,57,68
1491733,55,67
1491924,50,66
1491961,47,64
1491961,46,63
1491961,40,61
1491961,38,59
1491961,48,60
1491961,49,61
1491961,52,63
1491961,54,64
1491961,58,62
1491961,64,65
1491961,66,66
1492215,66,67
1492905,65,68
1492905,69,69
1493190,70,71
1493349,68,73
1493549,74,74
1493887,87,73
1494023,87,73
1494037,93,74
1494247,76,72
1494392,69,71
1494392,62,70
1494392,57,68
1494392,53,66
1494392,49,64
1494586,48,62
1494707,45,62
1494885,44,62
1495049,50,60
1495184,49,59
1495315,49,57
1495483,46,56
1495649,43,57
1495996,55,65
1495996,57,65
1495996,59,66
1495996,62,67
1495996,74,71
1495996,78,72
1495996,80,72
1495996,85,75
1495996,93,73
1496458,94,72
1496590,95,71
1496760,94,71
1497109,79,71
1497291,71,72
1497458,66,71
1497558,62,69
1497728,58,68
1497863,57,67
1497991,56,66
1498132,50,64
1498258,48,64
1498394,45,63
1498445,45,61
1498445,47,60
1498445,49,61
1498445,52,63
1498445,48,58
1498803,41,47
1498941,43,46
1499040,46,46
1499704,74,48
1499839,74,47
1499969,77,46
1500104,78,46
1500304,76,74
1500304,77,72
1500304,72,71
1500304,67,70
1500304,65,69
1500304,61,67
1500304,55,65
1500304,55,64
1500304,52,61
1500304,58,61
1500524,61,64
1500656,64,66
1500822,66,67
1500956,69,68
1501090,77,69
1501222,87,72
1501387,87,72
1501552,88,73
1501720,80,68
1502006,85,67
1502309,91,69
1502478,93,68
1502610,87,65
1502745,83,65
1502874,73,64
1503541,55,46
1503907,58,45
1504074,60,45
1504209,63,45
1504527,67,44
1504527,75,44
1504527,78,44
1504527,79,44
1504527,85,45
1504527,84,46
1504527,81,48
1504527,79,49
1504527,80,52
1504527,75,57
1504527,72,58
1504527,71,59
1504527,70,64
1504527,74,65
1504527,79,71
1504527,84,73
1504527,85,68
1504527,82,66
1504527,83,65
1504527,86,63
1504527,80,63
1504884,79,57
1505436,81,59
1505670,81,61
1506103,85,59
1506370,82,58
1506770,87,61
1506938,84,63
1507107,88,64
1507271,88,64
1507439,88,67
1507603,87,68
1508004,95,66
1508140,96,66
1508501,98,62
1508650,96,60
1508838,92,60
1508967,87,59
1509103,83,58
1509367,78,57
1509535,77,57
1510124,84,47
1510668,94,44
1510872,72,43
1511036,66,43
1511200,63,42
1511703,54,41
1513133,91,72
1513333,88,73
1513534,91,76
1513866,88,71
1514036,81,70
1514331,69,69
1514528,67,68
1514638,66,67
1514832,63,66
1514934,56,65
1515201,52,62
1515399,41,59
1515599,43,56
1515799,46,55
1516304,59,54
1516465,57,56
1516569,60,58
1517166,68,63
1517334,69,64
1517433,72,66
1517599,77,67
1517930,83,68
1518067,85,69
1518230,84,70
1518497,80,65
1518631,81,65
1518765,87,66
1519067,92,62
1519201,85,61
1519364,91,64
1519534,91,62
1519734,93,64
1519897,93,65
1520333,79,56
1520503,75,56
1520669,69,55
1520798,65,55
1520965,67,54
1521166,72,52
1521303,79,55
1521433,83,56
1521602,88,59
1521869,84,64
1521998,83,66
1522367,91,66
1522497,93,68
1522614,94,68
1522830,95,63
1522964,93,62
1523097,87,61
1523466,83,57
1523596,79,59
1523800,76,56
1523899,75,55
1524562,59,43
1524927,57,44
1525198,61,43
1525334,57,43
1525466,61,44
1525630,66,44
1525830,64,45
1526131,72,45
1526329,79,46
1526429,79,48
1526594,72,48
1526923,93,44
1527547,65,69
1527763,72,72
1527895,74,72
1528064,75,70
1528194,66,67
1528330,61,66
1528698,57,62
1528858,50,60
1528994,49,59
1529129,59,62
1529263,61,63
1529393,62,64
1529559,64,66
1529893,53,60
1530026,61,63
1530160,64,63
1530524,66,64
1530658,61,62
1530925,59,60
1531057,64,60
1531359,74,74
1531525,73,72
1531624,71,71
1532122,76,63
1532258,65,62
1532391,63,62
1532523,62,61
1532691,59,61
1532856,53,60
1532989,53,59
1533192,57,59
1533290,57,59
1533788,83,54
1533924,81,56
1534057,81,57
1534224,85,57
1534356,88,59
1534924,75,66
1535090,77,66
1535257,77,70
1535624,78,74
1535761,80,75
1535862,82,75
1536192,81,68
1536327,81,67
1536425,80,65
1537191,79,63
1537690,87,62
1537857,87,64
1538224,90,69
1538357,90,69
1538526,86,69
1538788,86,65
1538926,86,65
1539061,86,65
1539190,86,65
1539789,86,65
1539924,84,65
1540389,75,61
1540491,75,61
1541156,84,57
1541256,84,57
1541420,84,57
1542522,54,45
1542709,56,44
1542857,56,44
1542989,56,43
1543061,56,43
1543355,55,44
1543465,55,44
1543628,55,44
1543989,64,44
1544127,64,44
1544189,64,44
1544589,73,43
1544688,73,43
1544957,74,42
1545089,74,42
1546055,80,68
1546157,80,68
1546553,62,61
1546653,62,61
1546790,62,61
1547355,72,58
1547456,72,58
1547590,72,58
1547719,72,58
1547857,72,58
1548420,91,63
1548553,91,63
1548922,88,54
1550622,93,72
1550720,93,72
1551388,97,68
1551517,97,68
1552324,90,61
1552418,90,61
1553119,94,67
1553222,94,67
1554306,70,59
1554871,83,59
1554973,82,59
1555136,79,60
1555771,75,60
1556301,78,57
1556404,78,57
1557067,58,49
1557208,56,48
1557341,53,48
1557439,51,48
1557772,42,46
1557910,44,45
1558034,48,44
1558175,49,43
1558402,53,42
1558862,58,43
1559004,57,43
1559136,55,43
1559465,57,44
1559538,57,44
1559703,57,44
1559837,57,44
1560237,61,46
1560335,61,46
1560734,60,43
1561271,66,45
1561403,66,45
1561536,66,45
1561670,66,45
1562301,73,47
1562437,70,46
1562567,69,45
1562698,71,45
1562832,71,45
1563500,52,61
1563633,54,62
1564099,39,59
1564229,38,59
1564369,38,59
1564497,38,59
1564900,49,58
1565035,50,58
1565307,59,61
1565767,68,66
1565932,71,67
1566264,77,67
1566365,77,67
1566666,79,62
1566766,79,62
1567213,68,58
1567213,68,58
1567213,86,56
1567213,86,56
1567762,58,46
1567893,59,45
1568027,60,45
1568195,61,44
1568393,63,44
1569128,61,45
1569259,61,45
1569528,62,44
1569829,62,46
1570393,64,44
1570530,62,44
1570661,61,45
1570796,61,45
1571394,66,46
1571592,65,45
1571894,67,44
1572092,65,44
1572526,69,44
1572694,66,45
1573095,66,45
1573294,66,46
1573629,69,48
1574495,63,58
1574629,62,59
1574758,61,59
1575427,67,45
1575592,67,46
1575728,67,47
1575930,70,48
1576160,75,47
1576458,73,46
1576794,71,45
1577326,73,44
1577491,74,45
1577927,77,46
1578488,73,42
1578660,74,43
1578827,73,44
1579065,75,44
1579226,76,45
1579359,76,46
1580025,75,44
1580458,75,43
1580757,76,44
1582102,48,41
1582698,66,42
1582866,68,44
1582999,68,45
1583201,68,46
1583597,68,44
1583768,68,43
1584431,70,42
1584569,69,43
1584701,70,44
1584866,71,45
1585028,68,46
1585202,66,47
1585631,70,48
1586164,72,47
1586302,72,46
1586466,73,46
1586631,72,45
1587067,74,44
1587362,74,44
1587533,73,43
1588030,67,42
1588163,68,42
1588831,70,44
1589029,68,45
1589167,67,45
1589564,70,43
1589805,71,42
1590430,70,37
1590628,68,37
1590802,70,39
1590931,70,39
1591564,70,45
1591803,68,45
1592264,69,45
1592563,69,45
1592661,69,45
1595060,83,49
1595328,82,48
1595529,82,47
1595666,79,46
1595832,76,45
1595930,71,45
1596096,67,45
1596228,66,46
1596393,66,46
1596563,66,46
1597028,92,46
1597162,91,46
1597331,89,45
1597429,86,45
1597562,88,45
1598061,91,51
1598660,83,43
1600093,54,63
1600595,34,59
1601768,86,55
1601972,87,58
1603985,67,44
1604119,66,45
1604218,65,45
1604353,68,46
1604717,80,46
1604884,84,46
1605018,86,46
1605600,68,62
1605600,67,60
1605600,86,65
1605600,94,59
1606549,93,47
1606714,96,48
1606849,96,47
1607016,96,46
1608089,78,67
1609054,82,45
1609220,81,45
1609361,83,46
1609706,93,45
1609853,93,45
1609989,93,46
1610689,91,68
1610821,93,67
1610956,94,67
1611518,69,63
1611656,72,62
1611757,72,62
1611890,74,61
1612026,76,61
1612188,79,62
1612356,77,63
1612522,73,64
1612656,67,65
1612854,59,67
1613618,88,60
1613758,90,63
1613888,91,63
1614052,95,65
1614686,89,47
1614758,89,46
1614919,88,46
1615055,89,46
1615386,79,45
1615521,81,46
1616350,72,75
1616504,67,75
1616650,63,76
1617251,74,69
1617421,81,71
1617550,85,72
1617721,89,74
1618216,62,66
1618352,61,65
1618485,65,63
1618651,70,63
1618786,71,65
1618921,73,67
1619051,77,69
1619485,81,69
1619853,78,66
1620016,81,66
1620149,85,68
1620284,88,69
1620452,89,70
1620687,89,66
1620790,88,66
1621049,68,65
1622003,71,47
1622003,79,46
1622370,65,64
1622542,64,63
1622642,60,63
1623042,48,64
1623519,77,71
1623519,80,72
1623627,81,69
1624028,80,69
1624396,58,67
1624566,55,66
1625810,84,76
1625869,89,73
1626173,93,76
1626335,93,79
1626802,82,71
1626968,75,71
1627103,72,71
1627234,67,69
1627436,58,67
1627569,55,66
1628003,60,66
1628136,61,66
1628433,58,46
1628433,53,45
1628433,60,46
1628433,76,45
1628433,77,45
1628433,87,45
1628780,71,55
1629672,91,70
1629841,88,69
1629976,81,67
1630109,75,67
1630240,71,67
1630412,61,65
1630577,55,64
1630738,53,64
1630909,49,61
1631273,48,57
1631441,52,58
1631576,57,60
1631741,60,62
1631909,61,62
1632173,51,60
1632372,53,62
1632569,69,69
1632569,70,70
1632569,75,71
1632762,69,67
1632866,66,66
1633030,64,65
1633165,57,63
1633297,54,62
1633430,48,61
1633729,48,55
1633930,48,56
1634041,46,60
1634041,48,60
1634041,57,62
1634041,60,63
1634393,67,63
1634533,69,64
1634668,71,66
1634814,72,68
1634914,77,68
1635057,80,68
1635243,85,69
1635381,87,70
1635485,89,70
1635741,77,66
1635909,71,66
1636048,61,66
1636182,57,64
1636312,57,61
1636479,55,60
1637111,54,57
1637376,54,62
1637509,62,66
1637641,71,68
1637806,74,70
1638042,79,71
1638176,79,71
1638340,78,70
1638477,78,69
1638646,77,68
1638909,68,64
1639045,65,62
1639208,60,61
1639342,57,60
1639512,51,59
1639939,50,55
1640442,57,52
1640642,60,52
1640807,60,55
1640940,60,55
1641272,58,60
1641441,62,61
1641573,64,65
1641744,65,66
1641846,68,68
1642010,70,68
1642174,70,70
1642608,77,68
1642772,82,71
1643807,64,61
1643941,61,60
1644075,58,59
1644207,58,58
1644739,71,46
1644842,73,46
1645041,75,45
1645207,76,45
1645337,77,45
1645474,76,46
1645872,82,47
1645972,81,47
1646271,85,46
1646371,85,46
1647322,59,70
1647509,62,70
1647671,66,72
1647768,68,73
1648070,75,74
1648205,75,73
1648367,75,72
1648506,68,69
1648670,66,67
1648806,62,66
1648942,59,65
1649026,53,64
1649403,50,63
1650203,74,71
1650370,75,71
1650770,74,66
1650871,74,66
1651272,67,63
1651407,68,63
1651668,74,68
1651768,75,68
1652003,77,69
1652103,78,69
1652368,81,65
1652506,80,65
1652834,67,63
1652968,67,63
1653436,51,56
1653568,51,56
1653871,47,54
1654005,46,54
1655005,89,67
1655104,88,67
1655671,68,55
1655802,67,55
1655934,61,53
1656269,51,53
1656404,52,53
1656969,79,59
1657103,79,59
1657535,76,53
1657671,76,53
1657800,75,53
1657937,75,53
1658101,75,53
1658732,80,56
1658867,80,57
1659603,83,54
1659735,83,54
1659870,83,54
1660035,82,56
1660203,83,56
1660531,87,57
1660669,88,58
1660835,89,59
1660934,90,59
1661334,95,58
1661470,95,58
1661620,94,59
1661936,90,65
1662068,90,65
1664500,84,50
1664634,84,52
1665430,89,49
1665633,89,49
1665900,87,47
1666170,91,48
1667398,96,63
1667534,96,63
1667700,96,63
1668698,91,61
1668799,91,61
1668967,90,60
1669100,89,61
1669632,81,56
1669765,81,56
1669931,81,56
1670069,81,57
1670602,88,59
1670767,88,59
1670899,87,59
1671031,87,60
1671497,95,61
